Тип	Вид	ИмяПеременной	ТЧ	Реквизит	Значение	Режим	ДополнительныйТипЗначения
				КодСтроки	1		
				КлючСвязи	a57005d4-2aa9-4425-aca2-70ac6ddf6a68	Гуид	
				ОптимальноеКоличествоПередачиМеждуЭтапами	1		
				ЕстьСоответствиеСтандартнойСпецификации	Истина		
				ГрафикРассчитан	Истина		
			Этапы				
				Этап	Этап	Перем	
				НомерЭтапа	1		
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Количество	3		
				Непрерывный	Ложь		
				ПланироватьРаботуВидовРабочихЦентров	Ложь		
				ДлительностьЭтапа	1		
				ЕдиницаИзмеренияДлительностиЭтапа	День	Предопределенный	
				ЕдиницаИзмеренияПредварительногоБуфера	День	Предопределенный	
				ЕдиницаИзмеренияЗавершающегоБуфера	День	Предопределенный	
				КлючСвязи	540f8464-aa54-49db-b0ad-d8dd0ff23937	Гуид	
				КлючСвязиПродукция	a57005d4-2aa9-4425-aca2-70ac6ddf6a68	Гуид	
				КоличествоЭтаповНаЕдиницуСледующегоЭтапа	1		
				НаименованиеЭтапа	Спецификация 2 товар 1 (Авто-тест)		
				ЭтапВосстановленияБрака	Ложь		
				ПроизводствоНаСтороне	Ложь		
				Спецификация	Спецификация	Перем	
			ВыходныеИзделия				
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				КоличествоУпаковок	3		
				Количество	3		
				Этап	Этап	Перем	
				Склад	9e35d959-c17e-11e4-8400-005056b03126	Гуид	
				ДоляСтоимости	1		
				КлючСвязи	a32d0326-d969-448f-9c98-494327ead6e7	Гуид	
				КлючСвязиПродукция	a57005d4-2aa9-4425-aca2-70ac6ddf6a68	Гуид	
				КлючСвязиЭтапы	540f8464-aa54-49db-b0ad-d8dd0ff23937	Гуид	
				ПроизводитсяВПроцессе	Ложь		
			МатериалыИУслуги				
				Номенклатура	fd53b66a-dc5a-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	9		
				Количество	9		
				Этап	Этап	Перем	
				Склад	8e35d959-c17e-11e4-8400-005056b03126	Гуид	
				СтатьяКалькуляции	0925934c-65ed-11e5-80c8-005056b06236	Гуид	
				ИспользуетсяАвтовыбор	Ложь		
				ПроизводитсяВПроцессе	Ложь		
				ВариантОбеспечения	Требуется	Предопределенный	
				ДатаПотребности	20160101000000		
				ЗаказатьНаСклад	Истина		
				КлючСвязи	565f8f59-53e1-4934-b7e7-6112d722a65a	Гуид	
				КлючСвязиПродукция	a57005d4-2aa9-4425-aca2-70ac6ddf6a68	Гуид	
				КлючСвязиЭтапы	540f8464-aa54-49db-b0ad-d8dd0ff23937	Гуид	
				КлючСвязиСпецификация	81e90ca4-7d1b-40b8-8eba-7574c220eac0	Гуид	
				Запланировать	Ложь		
				УказыватьСерии	Ложь		
				КодСтроки	1		
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				КлючСвязиЭтапыСтрока	540f8464-aa54-49db-b0ad-d8dd0ff23937		
				Отменено	Ложь		
			ПродукцияГрафик				
				Начало	20160101000000		
				Окончание	20160125000000		
				СделаныИзменения	Ложь		
				КлючСвязиПродукция	a57005d4-2aa9-4425-aca2-70ac6ddf6a68	Гуид	
			ЭтапыГрафик				
				Этап	Этап	Перем	
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Количество	3		
				НачалоПредварительногоБуфера	20160101000000		
				НачалоЭтапа	20160101000000		
				ОкончаниеЭтапа	20160125000000		
				ОкончаниеЗавершающегоБуфера	20160125000000		
				НомерЭтапа	1		
				КодСтроки	1		
				КлючСвязи	f921aef2-a612-4d40-9e71-a2c90ed6444f	Гуид	
				КлючСвязиПродукция	a57005d4-2aa9-4425-aca2-70ac6ddf6a68	Гуид	
				КлючСвязиЭтапы	540f8464-aa54-49db-b0ad-d8dd0ff23937	Гуид	
				Спецификация	Спецификация	Перем	
			ВыходныеИзделияГрафик				
				ДатаЗапуска	20160101000000		
				ДатаВыпуска	20160125000000		
				КоличествоУпаковок	3		
				Количество	3		
				КлючСвязиПродукция	a57005d4-2aa9-4425-aca2-70ac6ddf6a68	Гуид	
				КлючСвязиЭтапыГрафик	f921aef2-a612-4d40-9e71-a2c90ed6444f	Гуид	
				КлючСвязиВыходныеИзделия	a32d0326-d969-448f-9c98-494327ead6e7	Гуид	
			МатериалыИУслугиГрафик				
				ДатаПотребности	20160101000000		
				КоличествоУпаковок	9		
				Количество	9		
				КлючСвязиПродукция	a57005d4-2aa9-4425-aca2-70ac6ddf6a68	Гуид	
				КлючСвязиЭтапыГрафик	f921aef2-a612-4d40-9e71-a2c90ed6444f	Гуид	
				КлючСвязиМатериалыИУслуги	565f8f59-53e1-4934-b7e7-6112d722a65a	Гуид	
				ВариантОбеспечения	Требуется	Предопределенный	
			xddMods				
				Режим	ОбменДанными		
Документ	МаршрутныйЛистПроизводства	МаршрутныйЛистПроизводства1					
				Проведен	Истина		
				Ссылка	89062caf-6f6e-11e6-998b-00215e64f5ec		
				Дата	20160101000000		
				Организация	826d44d7-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Статус	Выполнен	Предопределенный	
				Этап	Этап	Перем	
				Спецификация	Спецификация	Перем	
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Распоряжение	ЗаказНаПроизводство	Перем	
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				КодСтроки	1		
				КодСтрокиЭтапыГрафик	1		
				Начало	20160101000000		
				Окончание	20160125000000		
				Запланировано	3		
				Произведено	1		
				НачалоРаботыКлючевогоРабочегоЦентраПоГрафику	20160101000000		
				ОкончаниеРаботыКлючевогоРабочегоЦентраПоГрафику	20160125000000		
				ФактическоеОкончаниеРаботыКлючевогоРабочегоЦентра	20160831143222		
				ЕдиницаИзмеренияПредварительногоБуфера	День	Предопределенный	
				ЕдиницаИзмеренияЗавершающегоБуфера	День	Предопределенный	
				ГотовоКРаботеКлючевогоРабочегоЦентра	Истина		
				ДатаВыполненияРаботВПредварительномБуфере	20160831143222		
				Диспетчер	Пользователи.ТекущийПользователь()	Выражение	
				ЗавершеноВыполнениеМаршрутногоЛиста	Истина		
				ДлительностьЭтапа	1		
				ЕдиницаИзмеренияДлительностиЭтапа	День	Предопределенный	
				ФактическоеОкончание	20160131000022		
				ДатаВыполненияРаботВЗавершающемБуфере	20160831143222		
				ЗатраченоВремениОтДлительностиЭтапа	700		
				ЗавершенаРаботаКлючевогоРабочегоЦентра	Истина		
				Очередь	1		
				УправлениеМаршрутнымиЛистами	МетодикаББВ	Предопределенный	
				МаксимальныйКодСтрокиИзделия	1		
				МаксимальныйКодСтрокиМатериалы	1		
				ФактическоеНачало	20160101000022		
				Приоритет	5dd3b2a2-aa1d-11e4-ae9d-e41f131c6950	Гуид	
			ВыходныеИзделия				
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				КоличествоУпаковок	1		
				Количество	1		
				Получатель	9e35d959-c17e-11e4-8400-005056b03126	Гуид	СправочникСсылка.Склады
				ДоляСтоимости	1000		
				КодСтроки	1		
				КоличествоУпаковокФакт	1		
				КоличествоФакт	1		
				ПроизводитсяВПроцессе	Ложь		
			МатериалыИУслуги				
				Номенклатура	fd53b66a-dc5a-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	3		
				Количество	3		
				СтатьяКалькуляции	0925934c-65ed-11e5-80c8-005056b06236	Гуид	
				ИспользуетсяАвтовыбор	Ложь		
				КоличествоУпаковокФакт	3		
				КоличествоФакт	3		
				ПроизводитсяВПроцессе	Ложь		
				ДатаРасхода	20160131000000		
				МатериалИзрасходован	Истина		
				КодСтроки	1		
			РаспоряжениеСпецификация				
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				Количество	1		
				КоличествоПоЗаказу	1		
				Получатель	9e35d959-c17e-11e4-8400-005056b03126	Гуид	
				ПроизводитсяВПроцессе	Ложь		
			xddMods				
				Режим	ОбменДанными		
Документ	МаршрутныйЛистПроизводства	МаршрутныйЛистПроизводства2					
				Проведен	Истина		
				Ссылка	c221e882-6f6e-11e6-998b-00215e64f5ec		
				Дата	20160201215715		
				Организация	826d44d7-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Статус	Выполнен	Предопределенный	
				Этап	Этап	Перем	
				Спецификация	Спецификация	Перем	
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Распоряжение	ЗаказНаПроизводство	Перем	
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				КодСтроки	1		
				КодСтрокиЭтапыГрафик	1		
				Начало	20160201000000		
				Окончание	20160210000000		
				Запланировано	2		
				Произведено	2		
				НачалоРаботыКлючевогоРабочегоЦентраПоГрафику	20160101000000		
				ОкончаниеРаботыКлючевогоРабочегоЦентраПоГрафику	20160125000000		
				ЕдиницаИзмеренияПредварительногоБуфера	День	Предопределенный	
				ЕдиницаИзмеренияЗавершающегоБуфера	День	Предопределенный	
				Диспетчер	Пользователи.ТекущийПользователь()	Выражение	
				ЗавершеноВыполнениеМаршрутногоЛиста	Истина		
				ДлительностьЭтапа	1		
				ЕдиницаИзмеренияДлительностиЭтапа	День	Предопределенный	
				ФактическоеОкончание	20160210000013		
				ЗатраченоВремениОтДлительностиЭтапа	100		
				УправлениеМаршрутнымиЛистами	МетодикаББВ	Предопределенный	
				МаксимальныйКодСтрокиИзделия	1		
				МаксимальныйКодСтрокиМатериалы	1		
				ДопроизводствоМаршрутногоЛиста	89062caf-6f6e-11e6-998b-00215e64f5ec	Гуид	
				ФактическоеНачало	20160201000013		
				Приоритет	5dd3b2a2-aa1d-11e4-ae9d-e41f131c6950	Гуид	
			ВыходныеИзделия				
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				КоличествоУпаковок	2		
				Количество	2		
				Получатель	9e35d959-c17e-11e4-8400-005056b03126	Гуид	СправочникСсылка.Склады
				ДоляСтоимости	2000		
				КодСтроки	1		
				КоличествоУпаковокФакт	2		
				КоличествоФакт	2		
				ПроизводитсяВПроцессе	Ложь		
			МатериалыИУслуги				
				Номенклатура	fd53b66a-dc5a-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	6		
				Количество	6		
				СтатьяКалькуляции	0925934c-65ed-11e5-80c8-005056b06236	Гуид	
				ИспользуетсяАвтовыбор	Ложь		
				КоличествоУпаковокФакт	6		
				КоличествоФакт	6		
				ПроизводитсяВПроцессе	Ложь		
				ДатаРасхода	20160210000000		
				МатериалИзрасходован	Истина		
				КодСтроки	1		
			РаспоряжениеСпецификация				
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				Количество	2		
				КоличествоПоЗаказу	2		
				Получатель	9e35d959-c17e-11e4-8400-005056b03126	Гуид	
				ПроизводитсяВПроцессе	Ложь		
			xddMods				
				Режим	ОбменДанными		
Документ	ПередачаМатериаловВПроизводство	ПередачаМатериаловВПроизводство					
				Проведен	Истина		
				Ссылка	9395e74c-6f6f-11e6-998b-00215e64f5ec		
				Дата	20160131120040		
				Организация	826d44d7-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Склад	8e35d959-c17e-11e4-8400-005056b03126	Гуид	
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Ответственный	Пользователи.ТекущийПользователь()	Выражение	
				ХозяйственнаяОперация	ПередачаВПроизводство	Предопределенный	
				Статус	Отгружено	Предопределенный	
			Товары				
				Номенклатура	fd53b66a-dc5a-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	3		
				Количество	3		
				ИдентификаторСтроки	e3682d10-b853-4aec-b502-efb5e22d1cdc		
			Товары				
				Номенклатура	13c0f0ce-dc5b-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	4		
				Количество	4		
				ИдентификаторСтроки	cf6548ae-6933-4d64-acf4-e3d128861ee4		
			xddMods				
				Режим	ОбменДанными		
Документ	ПоступлениеТоваровУслуг	ПоступлениеТоваровИУслуг					
				Проведен	Истина		
				Ссылка	f5f9b3e9-dc62-11e5-80c8-00155d01cd0e		
				Дата	20160101120000		
				Валюта	43fefc06-aa1d-11e4-ae9d-e41f131c6950	Гуид	
				Партнер	317b1972-cf52-11e5-80c8-00155d01cd0e	Гуид	
				ХозяйственнаяОперация	ЗакупкаУПоставщика	Предопределенный	
				Организация	826d44d7-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Склад	8e35d959-c17e-11e4-8400-005056b03126	Гуид	
				Контрагент	317b1973-cf52-11e5-80c8-00155d01cd0e	Гуид	
				СуммаДокумента	259600		
				Менеджер	Пользователи.ТекущийПользователь()	Выражение	
				ВалютаВзаиморасчетов	643	Код	
				ДатаПлатежа	20160101000000		
				ЗакупкаПодДеятельность	ПродажаОблагаетсяНДС	Предопределенный	
				Согласован	Истина		
				НалогообложениеНДС	ПродажаОблагаетсяНДС	Предопределенный	
				СуммаВзаиморасчетов	259600		
				Договор	380d3e6a-dc5d-11e5-80c8-00155d01cd0e	Гуид	
				Автор	Пользователи.ТекущийПользователь()	Выражение	
				ПорядокРасчетов	ПоЗаказамНакладным	Предопределенный	
				СпособДоставки	СиламиПоставщикаДоНашегоСклада	Предопределенный	
			Товары				
				Номенклатура	fd53b66a-dc5a-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	200		
				Количество	200		
				Цена	500		
				Сумма	100000		
				СтавкаНДС	НДС18	Предопределенный	
				СуммаНДС	18000		
				СуммаСНДС	118000		
				Склад	8e35d959-c17e-11e4-8400-005056b03126	Гуид	
				СуммаВзаиморасчетов	118000		
				СуммаНДСВзаиморасчетов	18000		
				ИдентификаторСтроки	0793ba7a-8fc9-42a6-b749-909585a026e2		
				СписатьНаРасходы	Ложь		
			Товары				
				Номенклатура	13c0f0ce-dc5b-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	200		
				Количество	200		
				Цена	600		
				Сумма	120000		
				СтавкаНДС	НДС18	Предопределенный	
				СуммаНДС	21600		
				СуммаСНДС	141600		
				Склад	8e35d959-c17e-11e4-8400-005056b03126	Гуид	
				СуммаВзаиморасчетов	141600		
				СуммаНДСВзаиморасчетов	21600		
				ИдентификаторСтроки	35b2e823-28f7-4b80-9684-bc8f407f704f		
				СписатьНаРасходы	Ложь		
			xddMods				
				Режим	ОбменДанными		
Документ	РаспределениеПроизводственныхЗатрат	РаспределениеМатериаловИРабот					
				Проведен	Истина		
				Ссылка	a6df854b-6f6f-11e6-998b-00215e64f5ec		
				Дата	20160131235959		
				Организация	826d44d7-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Номенклатура	13c0f0ce-dc5b-11e5-80c8-00155d01cd0e	Гуид	
				Ответственный	Пользователи.ТекущийПользователь()	Выражение	
				Количество	4		
				ПравилоРаспределения	Количество продукции	Наименование	
				БазаРаспределения	КоличествоПродукции	Предопределенный	
				КоличествоКРаспределениюПоПравилу	4		
				СтатьяКалькуляции	Материалы основные (Авто-тест)	Наименование	
			xddMods				
				Режим	ОбменДанными		
Документ	ВыпускПродукции	ВыпускПродукции1					
				Проведен	Истина		
				Ссылка	fe57921b-6f6e-11e6-998b-00215e64f5ec		
				Дата	20160131223343		
				Организация	826d44d7-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Распоряжение	МаршрутныйЛистПроизводства1	Перем	
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Склад	9e35d959-c17e-11e4-8400-005056b03126	Гуид	
				Ответственный	Пользователи.ТекущийПользователь()	Выражение	
				ВыпускПоРаспоряжениям	Истина		
				ВыпускПодДеятельность	ПродажаОблагаетсяНДС	Предопределенный	
				НаправлениеВыпуска	ВыпускПродукцииНаСклад	Предопределенный	
				Валюта	643	Код	
			Товары				
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				КоличествоУпаковок	1		
				Количество	1		
				Распоряжение	МаршрутныйЛистПроизводства1	Перем	
				ТипСтоимости	Рассчитывается	Предопределенный	
				КодСтроки	1		
				ИдентификаторСтроки	43a759b4-d884-4d1a-be55-400197ed7873		
				СписатьНаРасходы	Ложь		
				Склад	9e35d959-c17e-11e4-8400-005056b03126	Гуид	
Документ	ВыпускПродукции	ВыпускПродукции2					
				Проведен	Истина		
				Ссылка	0c3f2328-6f6f-11e6-998b-00215e64f5ec		
				Дата	20160229215038		
				Организация	826d44d7-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Распоряжение	МаршрутныйЛистПроизводства2	Перем	
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				Склад	9e35d959-c17e-11e4-8400-005056b03126	Гуид	
				Ответственный	Пользователи.ТекущийПользователь()	Выражение	
				ВыпускПоРаспоряжениям	Истина		
				ВыпускПодДеятельность	ПродажаОблагаетсяНДС	Предопределенный	
				НаправлениеВыпуска	ВыпускПродукцииНаСклад	Предопределенный	
				Валюта	643	Код	
			Товары				
				Номенклатура	d2dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				КоличествоУпаковок	2		
				Количество	2		
				Распоряжение	МаршрутныйЛистПроизводства2	Перем	
				ТипСтоимости	Рассчитывается	Предопределенный	
				КодСтроки	1		
				ИдентификаторСтроки	29e25ab9-8023-4e12-a41c-08f31c947382		
				СписатьНаРасходы	Ложь		
				Склад	9e35d959-c17e-11e4-8400-005056b03126	Гуид	
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































