Тип	Вид	ИмяПеременной	ТЧ	Реквизит	Значение	Режим	ДополнительныйТипЗначения
				Номенклатура	Материал 1 (Авто-тест)	Наименование	
				КоличествоУпаковок	57		
				Количество	57		
				Этап	Этап	Наименование	
				Склад	Склад (Авто-тест)	Наименование	
				СтатьяКалькуляции	Материалы основные (Авто-тест)	Наименование	
				ИспользуетсяАвтовыбор	Ложь		
				ПроизводитсяВПроцессе	Ложь		
				ВариантОбеспечения	Требуется	Предопределенный	
				ДатаПотребности	20170717000000		
				ЗаказатьНаСклад	Истина		
				КлючСвязи	3e52ed24-3fe8-4a8c-addf-5e2f5f6e1f2b	Гуид	
				КлючСвязиПродукция	31073d76-6873-4cac-b297-cf7c786c51c6	Гуид	
				КлючСвязиЭтапы	5c7741c2-05f5-41e6-97ea-df0dacf53703	Гуид	
				КлючСвязиСпецификация	75e48fc5-ba27-47d9-995c-a90ed438fa9d	Гуид	
				Запланировать	Ложь		
				УказыватьСерии	Ложь		
				КодСтроки	3		
				Подразделение	Подразделение 1 (Авто-тест)	Наименование	
				КлючСвязиЭтапыСтрока	5c7741c2-05f5-41e6-97ea-df0dacf53703		
				Отменено	Ложь		
				ИсточникПолученияПолуфабриката			СправочникСсылка.РесурсныеСпецификации
Документ	МаршрутныйЛистПроизводства	МаршрутныйЛистПроизводства1					
				Проведен	Истина		
				Ссылка	5fd363fb-6ae6-11e7-9247-00215e64f5ed		
				Дата	20170717145214		
				Организация	Организация (Авто-тест)	Наименование	
				Статус	Выполняется	Предопределенный	
				Этап	Этап	Наименование	
				Спецификация	Продукция товар с характеристиками (Авто-тест)	Наименование	
				Подразделение	Подразделение 1 (Авто-тест)	Наименование	
				Распоряжение	ЗаказНаПроизводство1	Перем	
				Номенклатура	Продукция товар с характеристиками (Авто-тест)	Наименование	
				Характеристика	Характеристика 2 (0.903)	Наименование	
				КодСтроки	1		
				КодСтрокиЭтапыГрафик	1		
				Начало	20170717145102		
				Окончание	20170717145102		
				Запланировано	5		
				НачалоРаботыКлючевогоРабочегоЦентраПоГрафику	20170717145102		
				ОкончаниеРаботыКлючевогоРабочегоЦентраПоГрафику	20170717145102		
				ЕдиницаИзмеренияПредварительногоБуфера	День	Предопределенный	
				ЕдиницаИзмеренияЗавершающегоБуфера	День	Предопределенный	
				Диспетчер	Ситников Анатолий Владимирович	Наименование	
				ЕдиницаИзмеренияДлительностиЭтапа	День	Предопределенный	
				УправлениеМаршрутнымиЛистами	МетодикаББВ	Предопределенный	
				МаксимальныйКодСтрокиИзделия	1		
				МаксимальныйКодСтрокиМатериалы	1		
				ФактическоеНачало	20170717145226		
				Приоритет	Средний	Наименование	
			ВыходныеИзделия				
				Номенклатура	Продукция товар с характеристиками (Авто-тест)	Наименование	
				Характеристика	Характеристика 2 (0.903)	Наименование	
				КоличествоУпаковок	0,5		
				Количество	0,5		
				КоличествоУпаковокОтклонение	-0,035		
				КоличествоОтклонение	-0,035		
				Получатель	Склад (Авто-тест)	Наименование	СправочникСсылка.Склады
				КодСтроки	1		
				КоличествоУпаковокФакт	0,465		
				КоличествоФакт	0,465		
				ПроизводитсяВПроцессе	Ложь		
				АналитикаУчетаНоменклатуры	Продукция товар с характеристиками (Авто-тест); Характеристика 2 (0.903); Подразделение 1 (Авто-тест	Наименование	
			МатериалыИУслуги				
				Номенклатура	Материал 1 (Авто-тест)	Наименование	
				КоличествоУпаковок	57		
				Количество	57		
				СтатьяКалькуляции	Материалы основные (Авто-тест)	Наименование	
				ИспользуетсяАвтовыбор	Ложь		
				КоличествоУпаковокФакт	57		
				КоличествоФакт	57		
				ПроизводитсяВПроцессе	Ложь		
				АналитикаУчетаНоменклатуры	Материал 1 (Авто-тест); Подразделение 1 (Авто-тест)	Наименование	
				МатериалИзрасходован	Ложь		
				КодСтроки	1		
			РаспоряжениеСпецификация				
				Номенклатура	Продукция товар с характеристиками (Авто-тест)	Наименование	
				Характеристика	Характеристика 2 (0.903)	Наименование	
				Количество	0,5		
				КоличествоПоЗаказу	0,5		
				Получатель	Склад (Авто-тест)	Наименование	СправочникСсылка.Склады
				ПроизводитсяВПроцессе	Ложь		
