Тип	Вид	ИмяПеременной	ТЧ	Реквизит	Значение	Режим	ДополнительныйТипЗначения
				КлючСвязи	3fada30e-5f3f-4e09-9508-8ac029cc4c9f	Гуид	
				КлючСвязиПродукция	2f1b5561-6329-4ec5-82b1-eac91521347a	Гуид	
				КлючСвязиЭтапы	d1d66f76-7030-4c97-814e-c1dc7c3b94e9	Гуид	
				ПроизводитсяВПроцессе	Ложь		
			ВозвратныеОтходы				
				Номенклатура	d4dff247-d70b-11e5-80c8-01155d01cd1d	Гуид	
				КоличествоУпаковок	25		
				Количество	25		
				Этап	07c9a6fb-7a1b-11e5-80be-00155d01ce1c	Гуид	
				Склад	9e35d959-c17e-11e4-8400-005056b03126	Гуид	
				КлючСвязи	b2078f5d-b1ab-44d8-9dfb-f4f0aef6078e	Гуид	
				КлючСвязиПродукция	2f1b5561-6329-4ec5-82b1-eac91521347a	Гуид	
				КлючСвязиЭтапы	d1d66f76-7030-4c97-814e-c1dc7c3b94e9	Гуид	
				ПроизводитсяВПроцессе	Ложь		
				СтатьяКалькуляции	b5d03357-fb24-11e4-92f1-0050568b35ac	Гуид	
			МатериалыИУслуги				
				Номенклатура	d3dff247-d70b-11e5-80c8-00155d01cd1d	Гуид	
				КоличествоУпаковок	25		
				Количество	25		
				Этап	07c9a6fb-7a1b-11e5-80be-00155d01ce1c	Гуид	
				Склад	8e35d959-c17e-11e4-8400-005056b03126	Гуид	
				СтатьяКалькуляции	0925934c-65ed-11e5-80c8-005056b06236	Гуид	
				ИспользуетсяАвтовыбор	Ложь		
				ПроизводитсяВПроцессе	Ложь		
				ВариантОбеспечения	Требуется	Предопределенный	
				ДатаПотребности	20161212000000		
				ЗаказатьНаСклад	Истина		
				КлючСвязи	df19ff2f-350e-48c4-866a-934573672dd4	Гуид	
				КлючСвязиПродукция	2f1b5561-6329-4ec5-82b1-eac91521347a	Гуид	
				КлючСвязиЭтапы	d1d66f76-7030-4c97-814e-c1dc7c3b94e9	Гуид	
				КлючСвязиСпецификация	81e90ca4-7d1b-40b8-8eba-7574c220eac0	Гуид	
				Запланировать	Ложь		
				УказыватьСерии	Ложь		
				КодСтроки	544		
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				КлючСвязиЭтапыСтрока	d1d66f76-7030-4c97-814e-c1dc7c3b94e9		
				Отменено	Ложь		
			МатериалыИУслуги				
				Номенклатура	fd53b66a-dc5a-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	75		
				Количество	75		
				Этап	07c9a6fb-7a1b-11e5-80be-00155d01ce1c	Гуид	
				Склад	8e35d959-c17e-11e4-8400-005056b03126	Гуид	
				СтатьяКалькуляции	0925934c-65ed-11e5-80c8-005056b06236	Гуид	
				ИспользуетсяАвтовыбор	Ложь		
				ПроизводитсяВПроцессе	Ложь		
				ВариантОбеспечения	Требуется	Предопределенный	
				ДатаПотребности	20161212000000		
				ЗаказатьНаСклад	Истина		
				КлючСвязи	737ca4b8-94f4-4e1b-a3d9-7980030b81fd	Гуид	
				КлючСвязиПродукция	2f1b5561-6329-4ec5-82b1-eac91521347a	Гуид	
				КлючСвязиЭтапы	d1d66f76-7030-4c97-814e-c1dc7c3b94e9	Гуид	
				КлючСвязиСпецификация	81e90ca4-7d1b-40b8-8eba-7574c220eac0	Гуид	
				Запланировать	Ложь		
				УказыватьСерии	Ложь		
				КодСтроки	545		
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				КлючСвязиЭтапыСтрока	d1d66f76-7030-4c97-814e-c1dc7c3b94e9		
				Отменено	Ложь		
			МатериалыИУслуги				
				Номенклатура	13c0f0ce-dc5b-11e5-80c8-00155d01cd0e	Гуид	
				КоличествоУпаковок	100		
				Количество	100		
				Этап	07c9a6fb-7a1b-11e5-80be-00155d01ce1c	Гуид	
				Склад	8e35d959-c17e-11e4-8400-005056b03126	Гуид	
				СтатьяКалькуляции	0925934c-65ed-11e5-80c8-005056b06236	Гуид	
				ИспользуетсяАвтовыбор	Ложь		
				ПроизводитсяВПроцессе	Ложь		
				ВариантОбеспечения	Требуется	Предопределенный	
				ДатаПотребности	20161212000000		
				ЗаказатьНаСклад	Истина		
				КлючСвязи	2a07c97e-310a-4492-a75f-b00912bc708c	Гуид	
				КлючСвязиПродукция	2f1b5561-6329-4ec5-82b1-eac91521347a	Гуид	
				КлючСвязиЭтапы	d1d66f76-7030-4c97-814e-c1dc7c3b94e9	Гуид	
				КлючСвязиСпецификация	3e181cd6-90ec-46d6-80cd-e3cdb63d2076	Гуид	
				Запланировать	Ложь		
				УказыватьСерии	Ложь		
				КодСтроки	546		
				Подразделение	b46e00f0-d70b-11e5-80c8-00155d01cd0e	Гуид	
				КлючСвязиЭтапыСтрока	d1d66f76-7030-4c97-814e-c1dc7c3b94e9		
				Отменено	Ложь		
			Трудозатраты				
				ВидРабот	f1b045c8-daf8-11e5-80c8-00155d01cd0e	Гуид	
				Количество	600		
				СтатьяКалькуляции	e7219ebc-daef-11e5-80c8-00155d01cd0e	Гуид	
				КлючСвязи	6c75563b-4c9a-4990-850b-588e22feed71	Гуид	
				КлючСвязиПродукция	2f1b5561-6329-4ec5-82b1-eac91521347a	Гуид	
				КлючСвязиЭтапы	d1d66f76-7030-4c97-814e-c1dc7c3b94e9	Гуид	
