Тип	Вид	ИмяПеременной	ТЧ	Реквизит	Значение	Режим	ДополнительныйТипЗначения
				Диспетчер	Пользователи.ТекущийПользователь()	Выражение	
				ЗавершеноВыполнениеМаршрутногоЛиста	Истина		
				ЕдиницаИзмеренияДлительностиЭтапа	День	Предопределенный	
				ФактическоеОкончание	20170110000013		
				ДатаВыполненияРаботВЗавершающемБуфере	20170210103113		
				ЗатраченоВремениОтДлительностиЭтапа	110		
				ЗавершенаРаботаКлючевогоРабочегоЦентра	Истина		
				УправлениеМаршрутнымиЛистами	МетодикаББВ	Предопределенный	
				МаксимальныйКодСтрокиИзделия	1		
				МаксимальныйКодСтрокиМатериалы	1		
				ФактическоеНачало	20170101000004		
				Приоритет	Средний	Наименование	
			ВыходныеИзделия				
				Номенклатура	Продукция товар (Авто-тест)	Наименование	
				КоличествоУпаковок	2		
				Количество	2		
				Получатель	Склад ГП (Авто-тест)	Наименование	СправочникСсылка.Склады
				ДоляСтоимости	2000		
				КодСтроки	1		
				КоличествоУпаковокФакт	2		
				КоличествоФакт	2		
				ПроизводитсяВПроцессе	Ложь		
			МатериалыИУслуги				
				Номенклатура	Материал с характеристиками (Авто-тест)	Наименование	
				Характеристика	Характеристика 2, материал	Наименование	
				КоличествоУпаковок	2.2		
				Количество	2.2		
				СтатьяКалькуляции	Материалы основные (Авто-тест)	Наименование	
				ИспользуетсяАвтовыбор	Ложь		
				КоличествоУпаковокФакт	2.2		
				КоличествоФакт	2.2		
				ПроизводитсяВПроцессе	Ложь		
				ДатаРасхода	20170101000000		
				МатериалИзрасходован	Истина		
				КодСтроки	1		
			РаспоряжениеСпецификация				
				Номенклатура	Продукция товар (Авто-тест)	Наименование	
				Количество	2		
				КоличествоПоЗаказу	2		
				Получатель	Склад ГП (Авто-тест)	Наименование	СправочникСсылка.Склады
				ПроизводитсяВПроцессе	Ложь		
